Id_Sesion,id_enfermera,fcm_token
122,97,WKPacrPCmVYWuyKsFCXdKAmtDvM1GB
123,46,jdsq2WTh7GijBZMHx788SzeUhUw4OK
124,52,ZivQCqdAu1hvFyTVppjTA1688pFMvH
125,77,MKJvTn8718nnDJKsw5V9LSPAVu9wKF
126,100,L5ESTgRGchDH5ro8eZSRzD27AzB4mp
127,80,J5RRrbXZH3O6B9xYMLqhOpXhVnLlpe
128,24,vSVLR32zuf5W4kN1d1qd75EbK6sNXr
129,88,nMP4JZWvB2aRInkyFU4rogRnmtrKXV
130,55,nfFUspScLx6xbNUwWZR23yfn2l5MOw
131,30,BM2Kvlx7Pao5LGzr5bafYslGzu0mQg
132,45,LYJclhPrEG6v8OnKWAtsjvYV0HG0O9
133,7,pvrjEBTwasKzC6Bx0ew4eOePbPfFB4
134,98,VAvvcNaFIbZQUngpeqqwSQRTIPN1wW
135,40,m1mClHqw48IOEBf780UBRCvH4N27dO
136,45,QIkbR09dkQxgNwZNY0THUbWeIC83RP
137,62,0GqPKAZ7dkWj1c11DTi2IrZXW80OCT
138,89,1mWvnH40yVyitp3AMCwOmz76nIVkQO
139,7,dCgAwcNfmsRkMF6ZOAhuf28DRmUdw1
140,61,uY3i19OyCjsU8kpZJrL0OnqlpP2hUF
141,94,j1nm7gtyHHa9A2wza9E1MUnjZHFFlB
142,42,wggPhfypZfPYZcrgwnBVOb5rIHKdtu
143,84,Au9KPKHNccDP3N0LKonnpzbDTnjHhn
144,2,j2QVzj3Xa38r0Cj3yVSyu2qbypn3Tz
145,97,lr5u5fpMpHUWqMv6eOMz6bfm0IszE5
146,17,1oQ7KDXuJpQiwBYibudK3SQVcbtPiM
147,94,dhq2ctk95Z4SCZeYXCX9C9eginWhC8
148,79,nagykT2NZVTX6LpbCIBGp8eMtLpua0
149,61,YZpJtaP9GYxyCLFHKL4NiwnXWvF3RG
150,55,C2C4IlEPh6YZMSCTDtECcC5e05p9PG
151,27,YlvTWZz01IYJQxm4K0oy2XxDjbtZ0p
152,37,tXNUjKxzNZDGRgcBTbcnMGFEXHb4WC
153,99,qbhcdqpj0GEE0QllG5pM3kR1dDsYcO
154,58,p5n6UnsfqA4RNXGMMizrI3oPfI9Ob8
155,73,FmCvKE8aRHVtcZGXek0Ue0eRYQWZUG
156,4,lXdApuz9IgNpYihrnjJCzH7qNOyp0t
157,100,lQ8oEAtUkr0NdFvMbOS48ttozeScmK
158,35,EGW0pixScS5zPh4r9LDdDgfejo0vKF
159,83,XltDgf7TM87b9s8jtvk17inGLofi70
160,71,HWjnSZN023Gwsc2EP54XVvjhMN7rj6
161,4,5SOyw0nQrjwB5rzf0qxThX8fLuno40
162,62,pbrhvHg9FGM3hzVzU5IKYIOoBbfraN
163,5,omtGOXktAGNrcvu3ZWmVp4mUt7T0xz
164,25,m2JPOUTzgSWEDQiWDBmM3PfjXog2iq
165,41,lnbeB9izvcaz3wa7xMlZ6IXhdkqbQj
166,83,FnVC1iNh0Q6i6yZciJTEFsMZQ6fDw5
167,99,cL7WWXz3KyjjzuJFi0jwy7mVqj7c7d
168,38,qLRBQCmtzLzRbOqY1Ffh1sblsBgpyH
169,84,bbJ4z939sXz8x1WGN3ouE7hEe7hkWn
170,44,HYF3GnhLRfPsLOKiktg2hucB7wIplM
171,48,oJfueYxxQ7r30vyOj8Uuxn9YQVnBQE
172,53,SEQa4jrXK8XmWQjSMaGlggCIVzfwSM
173,71,E2hf0ME1fMtfgu9jXmBEtA2dIzj2pG
174,4,bByA1vQeMPlDRiqYlyB1jxIy7TH2vn
175,15,zANntk4qwJia0nMFJqHE4kJLag6gpC
176,76,LZWG5brBRo675ov8o4t6wSAsP7faIZ
177,32,3VQ7RgKQFmMlosUYyj3Q1FsDNmpRCu
178,17,CgNu0OuuDSvmLk4F7cmbpABf8Z1xi3
179,75,GIEYdu9bRnl92VEGTskXliAnytgXp7
180,90,0iNIuivLp72BdWJJMnexAUQgv562LQ
181,22,7fRb0uervaHWkW70xuO5OvGG1ErGbg
182,95,Rfmk2K7X8TP3DYmBGq8SyKF9aVwolp
183,45,aUcU3Y8io8t60j102z1v1grd4oY4LY
184,36,pAQX6BYrzlOAnhi0l8soeAEXYYTaim
185,70,1GbnKpOm4Z5BAvbxWEuxvvw6YNtJZ1
186,21,nEXRkZgyLjvSkdSYuFLl0OTzF34wIM
187,79,w6SlWX4yENzjHgdCwHXe0tfM5lRKot
188,76,tBtZRkPuR7t4QJ4MMVrUuFxaOAp9as
189,50,U08fr7HEiRcfTDpg0vXnojDsH1ju7R
190,1,rmedBpsilmZ1bBos9gDqVqoXw3MSui
191,70,CWMVnkxJghgPy4bsGAJcVlVOiOklLq
192,63,wruw8MTmuNox2vOLT1gmEL541YjzpV
193,13,VDaMAusgl2FFJEfM2EfCpmb35Vc1Rw
194,22,9O6NYRPehITEMUFZMDlXUma4ZwByB6
195,79,CG3ReYXbHCnCB43jOEZcig7oFcGqJ0
196,63,fft9vlrIvbxysMLW0QxUnufyTJBk8r
197,55,Bcyey4i7h4luoQR5KXzye1XhdNEZg8
198,88,grrCtZaOhQ2znmSSfFDrKqe3R0fZcR
199,25,xuLARyqzS9T5wSTVMOIoI3nCesvz6F
200,67,fNI0gLrgMk1GfjsTj080Iydd7Z9yVv
201,29,Psb6M0epCdztdhOqHvRgJQyP1DyRIl
202,25,HXIYGu1m0OAatMnsgxz5tBo1lCKME8
203,40,R9hMD2dVS5hjT6fRRm4U88HvRKF8Dc
204,20,5pZRKeUCp7hLJKk8enPFxeNdUO6Met
205,47,77EjHSSPQW2BQd4BxuopB3AmjkKXrL
206,33,WB4udDZsY9mhEbRqULjXmjopivEes6
207,26,7VkgAc2JS1ohfZFG5rNbnCt4vXV9qG
208,89,9XP1da1YomSxiVtC0Gxe2WODabUxRu
209,1,YWPHFoQUaeMt3J0ntb8lzjprw3ztyR
210,52,4EF2LKdKiruqC9Zm0SR9a97jim0y9w
211,65,2b6YjiOOJj3LSSyvdCHv4ncRgtAd2x
212,64,GgLXFmw7exB8RH75kfR1pc6VijoWgf
213,34,9yTTJ1br4RhIBqUNXaoGWg04eBXNys
214,3,MMbTfouLv3PlPvqdGmGSsimzu19vLG
215,51,m46BB2H47qp9oYk2MMEL8fdffFNGHH
216,20,sOXaSVzGVntX7fsCcEpgO7YWrpMAYK
217,77,GtipVHGTVjlq59eZcjI9574BGuYSLE
218,35,71uoUh15bAqhaKpnGLNeOC1ZsnxvcM
219,16,LXQEllhPohwq3u2A2nOKeQlNZAzfDE
220,28,4f0mdaovBFyJx00DilxVrrWtuS7iPC
221,27,5Tfvj26GVLSlx4J6Uz0JH6fynmcwUv
222,75,JDI8gwKBaPfWjcMNA5kx1Zayiqw4vn
223,52,ejGu1zXI8D8TNL18m5jVm3NAofL835
224,5,bImGr51tmMmPdUbjrMOuWwmlkq28jx
225,11,kb5tngDP2D4RnEihupOBz9Tef7azLn
226,21,tSOUSRM7QN4OG7XRWze3vY88kXKAS5
227,64,0nAL3UN5ChqhOA1c5R2h6AcuqUUFg2
228,34,MEGlhq4kWkCoU9nLR7QtgQh1NkfUw5
229,55,SWarEc7Mr8Vh1p8QoVyD5lxJRJKpOE
230,4,qjWHumc18lXS19mUvYp9JYiX45uiI2
231,6,wQrwHDLjeZrVsgegBmrIZerABoC4s1
232,84,69q3m8PHlNLKKo2HO8vWL5MX0Ag9fT
233,49,7DpfhW2axXHCU2nnABk18wxiUuETzA
234,90,VAxebxwPa4aIqasdQM8GeNXr5OpNvD
235,15,NoIlF2fYju5AOfM7fRnYe2JUy1SZPB
236,73,nd36KYsXEoMQiP3kuKHF72SsWw4Ksp
237,13,vuB8jxxvKqWbOAFvwnbdh5LRIy1tej
238,75,H0YaJXj0iwcaIFcPG3SCs1Evb3h9j7
239,29,VRnz73w7lhhDFBneYD1qtMDxnv1Y8v
240,57,WndvELEkQHXJ0UdioCmOYsO3zgKIGy
241,61,rMVPbPhUXeHbBkUT8eDMsrpaAwdmkh
242,32,duH1386hjQOhdpt821UR4bKQpn28u2
243,6,KcEKxP7mDnzMyLavqsHwhDBZUrftlf
244,39,3atyS446Th3FK9wq2Fi56WmSUVzYuO
245,27,5iGLd1Ek7fnhIYqhp1uKEDLOi1zahy
246,65,zQwSQdS43wmb9rpeiyAEkmQM1B0LDd
247,31,J8IQ1YFolwVX56EX9umP8WZtnoftdf
248,50,BPrv3z51TBvXVXJpeS2PKPp6AV8OaB
249,76,85GJkYGkAeWjjB8u28bjiv1XwVP1wE
250,55,vmxhjbdSwkgFAFqL6heUw5TynaOyMA
251,7,oRyaezEzmCxVC7aiPVYMbmJzRiRD7a
252,77,tVcvm310kSrzcQ4EIVTg2xrHsPEWtI
253,49,BNvv64wS1VHRJx2oAnvLPgOKcLNoal
254,41,qUClOWTy6QMD8ZZKZm30da1pojCG86
255,17,Yxr9NNcaJcSLkhxDmdJa8T68MkGs5L
256,21,JFDXXCoB2PZg9UaMBxokGEg2rog6xv
257,64,RYrmU64KVuMzE4uQ3XR6YvpZDwUcpE
258,6,Ub7NrBgdy5LO0svD3kx6wypFp1fgcv
259,48,BtfgRsPeH40OBOXrxfr26J4ByJxvNx
260,41,iJ7Q8YqN30uMijQMxJwqXyBQcLHl9G
261,72,z8g41JB6k3PALj7oxAmVJS7R3ENgUr
262,11,n1oH1NfI8BhjWpsSS1HVf0n8ptsC2n
263,17,UMxX05FsrNCWdJrj8W1SjKgkdS9iyD
264,45,TRu45UKZROp7MZrYcTYLsVJy8SjLUC
265,49,CkB7llXX6JTfc9w4njb19l9Udhy47G
266,69,64vlDFbUwxgcirGiGeZ4q7zJ2Wd0OS
267,7,RPoUBIUI5pPL8MA6Lvjx7WgBbxAvxF
268,45,w2RhZSbq3ZOqFVQMSio1TLbomjxOU5
269,79,IEo9tixBof4CYE9VvOtORlgrM7GalQ
270,74,JnC7oBec1SvSwZ1qixQPfOsZ9IgeLu
271,43,jsbjon5eaXmhj5pwiyKdqkcVbk5HNJ
272,72,k3NDXbSXHmsrU0s6tSDL3q8fNq57m6
273,60,hk2uCcF4t48fNHOdJ6YMXKqwh9D6D0
274,88,ULf6Do0nTwhNODWngPiXx0Dq0eS38D
275,76,Rd9VpgTcY6Tox1Zljfl6kW9uTQvcs1
276,93,ow1YqE7Jsn00NJ1twpiRSM5wYpzLGc
277,77,8zbEk9sodNo3aDyJDIhjd5zMa3IkrT
278,98,5NgdmKwMi0H7fvGoHRNDAIu2CTw3Ym
279,54,ai6wvcM5tPHJwp68VH54v7xPPU0O99
280,61,RH37ZFKqhVKr8APQnlSypmBoaBSi2m
281,22,qE1O7CxQetfTOh4NWrDKDCtoVn9nch
282,4,yvG69TGA9A5VpBTeLG5DH4EvRhZbHG
283,89,QJzjwomNTzg8Oo6XighYjsSiCdxwZt
284,100,sTdkA6Clu38rl5sS428mc7aMHr59R2
285,45,SvfLRD4dqohxuJQC3Lu783xUAIBeoW
286,93,FyttdHjioUJbo0AnLQvbRNtuKvCHB6
287,9,8wvGD6vWUsAuiDgmiWyKCD6Zq3g0gj
288,53,2pMuCsClM9JWLAZkQK2q9x8OkHIr1K
289,37,CuTOVaueR1sGw55HDKDzqOlKRkxIwV
290,89,TifCbTQmg6NGNxF2P7W3dFCoPLETfM
291,24,xvc5TH5VsW8jvXO8koAxYYaiQ0rSrA
292,85,GO8GecGdAnhYa1rProfjsmWHbIWY7N
293,96,77SbQUko2fjHsWeIflEob1TNkuV289
294,99,91fFReUepUzlpolsy4pDVJbnEi0M1p
295,17,bXnXsr8Gk09jFSubLR0SuPGxjPZnGI
296,10,AtM3uHRLLChW85Wut75pPWewykHi5j
297,64,T42PkeINeDCjHNvpHkeqwOQLRHWp8x
298,79,bAZhD95D6eUMjBxfsU6OtAOQ1hqDok
299,36,whqwajdbp450QlydnL5mhRm1wEvLY1
300,34,FCfKZPoqp7ODcgGDg45OAdswr7LGes
301,99,Ncd4ylca0SkZQJMTH14Yg7OJKaIv95
302,3,Z4xivqEe3JyCgAnPkLR0t6W4DC5rw4
303,12,D3ZBU2Zu1HV3OrsuiAFOCsUfIe1Dgw
304,69,YvE2dvdd21FXpD1D493H93VDgDK5NM
305,94,PDWloRA1tEHQjGwLCJlYDHPvqxZFxm
306,72,HZr56FltOflYcMeLdQm3ALeMUNGPTk
307,24,YqcTgBI920MQwcEp9cdbVQU7iV3QJb
308,2,vongGJAyEZen77bRAApHo6qvivMi4Y
309,50,9thnB7og4Ma1F49GrHdNBSYbTw8q3j
310,82,VS00SSmpFTHo67NcLPmr4YKxrsFCXX
311,65,NCvwDA3OKq9EeliHEAjZoBms3mCCGj
312,49,bTFLo5DqPUlmKVUZsE60i7urxLoYMD
313,6,fND5vtFpaxVPYK0cv7x33uuCCPt87p
314,86,8DiEb9gHqNUNefu0E2vreVkAQVLGHU
315,31,uFfhmMXuCW2houx9l49HILpgBXetwO
316,43,fTpBZnKQ5YRb6DlSo7p22YWV53MKBH
317,96,GezyQoU7IFzuAAZrJiC8grbYj4DStR
318,62,0pIexmkMLwRReJwtlYlryBPEd8n00e
319,13,9yfTwgHj7ew7KBgYn7EXw2Cm8hDW9q
320,41,bgAVMRMzjGmz1RIgAONDLkyr5yaDrF
321,70,OT47ppovZduhP8bEVlcaUkSu0y1T9M
322,4,PEOpneE0rGw52h3HpPcAWm0pgYM6gp
323,85,Gs9ydqkfvI2A67n8ooI2gcihI2Dfeq
324,33,2J0x8AXea9MJciRvc95ttavLSsDqz0
325,40,xnKO25CAWHIupv5gzQL1UewFkGF29l
326,50,xzqNjdWgfocePCnQO7t9xkjJuqB7DZ
327,15,0DCearZnFy918ncmPnmvyt483g6KiM
328,9,potO0m5GXMFcJMSuJWGfzfN6hcSfaT
329,92,4L6NY2IVgxHtHwnQY20RhP089z1lIJ
330,87,4xkUCDUNUuXoDqVNfy1bjmRyM0Orok
331,76,f3NEIssSMgeHPBshRByBGaA9ghI5Q6
332,8,jFr16RLwxoL1EXnA4CPa1H3QPVCxCx
333,66,gYTsnCGZpml68FNOQOQKOAvUnGyTrr
334,53,mXovfr1Q93deXJi70653vji46jADk3
335,71,GgHOdRw4JDfKdsKMytHpbyOraqDhhp
336,21,RQ0ElyLj6sAhoRc62ILYy76Y6gypqJ
337,91,yMHMYeuO5QJYJ10AiQCy1YBPMA7RRf
338,98,IEaQJvw7haSdPs5gPbuebmeo3Gwsx8
339,49,oYaFySszNl0JGcmFHtPhINSm43L6rz
340,30,z0wMUfFiSJM5DWdkYObTAgb95jCa1k
341,26,ZL6oXNns5X4Sf9Dt2xRqGMwVMxm0hX
342,58,ezRiTRp3dBrlaDB41CgyqEOgV6Pm6V
343,69,hZfCFCMwQUaqLYQzVY2fG44L82QPrj
344,52,g8nqPbNEqolIuMoZ1xNE2ZRQnlGcBr
345,47,U3EYfn3SQ58FRowOffqZ0LRUeifMs8
346,66,bNnRod1Mgdakmr2RXOzeiReNT45QTe
347,14,zWsAOROfNzUDFFNDN9TboHOf1s1oMr
348,77,UF5mden0JwlYJGviIK5aUvS1wTeThL
349,42,J8D8Em9tOX2LFH6sBTOIyvX5JdsRdH
350,73,dhtFVfh0GowmsCs90hRaB41JRaQ2MO
351,86,TRI3CEMFmlyIZnVmiq6ZUvDfHCtZls
352,35,QelXV39qioFfOWiuZDYNtaoP2cbO7Y
353,19,OLSYHNIhiFF3XVklM5j6fSBD4jm8oQ
354,86,fFl9vnHONNsGijfAE34SFXUxGASsee
355,28,G0mXcfvkmtEIrS5OYhhOSqcvlUxkEC
356,17,3FLE1p51nNuvtZtUgJfsa49KuluugJ
357,7,JVJxrwZ8XwmFE2A7h1Q1g0tMPVBsDE
358,90,AfDITTILCzpZfVDWLJHndnPuhvmp0d
359,71,hF2gTTRB6ilSEuybmJ6EfKW28X2jtZ
360,100,g2w7l77EXTSrAiBOt49g1WQywrvW22
361,36,iA179iiwrB0wNpsDve0kdLFhtnlGRa
362,8,zMdOm2BCGhcmhIcXtG7IC9sz6NoIyI
363,6,toC5YIpHBDXLSTbATa03ULzTaT3Wor
364,54,l9jNS7qsliKMTT6Bb0Uj6gvib14ah9
365,41,TF8Lv8c0oXOZ4xFN77EBUIjQMmfo2i
366,21,G2n6sjsT25DmwjSZ9wddndrvVilDfA
367,75,Oyk6YCojY0k1UandgddwbA8KmdGRKn
368,21,pt5MLccdMTa0egaFwJFqd6ubJUGxhS
369,27,xxlgrmitmmQNPQEL8ZmyWomu57HKLh
370,33,3yVjgDPsGXaCYV1JYmjV10JjQPhIQS
371,54,h4s3tOCqTfzzKzzsQKom3Be2IxlvVF
372,93,aSpGkV4DCJPJW5ouuNh03x5Vxtifcy
373,79,nUJlDnmOpXu4il1nSaqK9cSkYcBZLY
374,76,upuFizl7ZGJaM57dGM1rgs8CML7Vxt
375,33,ypiczj878NUkJNsGxW4rSkMIvviOu9
376,29,3pVbucWrzsQsi15L1CeIuJwDP9pS1P
377,5,RWR058TaukLyXasVJrsNRYv0mLBsRX
378,27,0e8GLODkykBlr2oAZhupvQHUZz5TKO
379,16,xLxl8moabUvcj9Hjh71UHHwgyASkqH
380,33,Qa4r65efHui5VKm4cZ9GkMfWLo45nx
381,77,UIGb0A56GeqwwNVjEddv7mHt3nQQIj
382,49,sDZuviwWK8U3OXyZaMLyic8tkVUrJ3
383,93,8B1KEN70ARPhMjko06jaixfnisgffA
384,87,Ua2jDRcEIAl6HTsjjwbVLAj1sgIp7W
385,74,wYNVniK5v2mt1MBTF7btzhb2WOZj8I
386,60,b3QutApSWqd3I9Tp5CHhKuG8NDr6Mr
387,21,GY6ZAIFRHuEYTNa4OuE7WEfVXRMpIh
388,48,R3MQhnDGtmU2lT7Q5uADR4ezr1kHic
389,48,xcPewJvKw8KMR24o08lbfTCeHICxQB
390,71,reZPa89fCAYMCsgQ3NyFTZrTvWhlRJ
391,17,pfhzhNtYSdv50i2sdroayRGNI0PgXg
392,62,a03we91uYl1XTtQPUgXYAIAYBMDXr9
393,73,RCPTm5bQSMo2KqBgfKItjW8mOsYBm2
394,85,SdL4Pm6bKOcD611Lye6lMlnj6fJpJr
395,59,tyx72nyjeXuOsJRcojs6EePzB9AQ7N
396,75,2v7lP7gRDIqq3N9HZXbasId3xV03pG
397,74,Tr7pcNiJkCK7ctOS89KW4ftX3ktc6p
398,9,ZBFIXHbmUEnzFCp2qOtKONgSbREbom
399,59,DkvotVxBRRVZnwleS0f1LNy28bLQCt
400,88,1VPHc7ErfHDJyrokEcIlUM6I0ejQBt
401,78,kUuwQUha0xD7GxijE8NSfAjEZtaaNk
402,72,J0JSagmIXnywFN6PM7yBS5P8sa8urm
403,93,k2lh3bXlgWtm2aqUhxW0jIpO7IAq8J
404,61,rqtq9lCg1xVV777nYGWtFkGeL1tcW6
405,28,e0871K7KoUWMvxye8A7I2gYERNKMre
406,21,bceRRw136mLsWVNExnnXlnMGiZDyUW
407,3,0nDsvEQ2lDDmYLgAcUE9k2P3GNSVen
408,54,PcDgG70NLMQKMKXxVzonwTCZmSiGg8
409,11,8PbYJq4CG3KH9VOXAV7ayKFeWMJEnq
410,17,bsyJJiYCts2WM8EeCchYCom6RirOvm
411,67,2Gmx1xyLXYXSL5RNLFE7ID4yJnCd8O
412,5,fy1orV3tggVF9tqAkgK7BwncrP3mil
413,28,7cQLkB9YInDAzWHArEOj1caYA71XMO
414,96,qHVc1MPTRTbERAwzGVefdjOOFjntvh
415,80,tvtX8o3dVS5pNNWc5wMRbb1H1x4wKi
416,87,eKJI4TVOeTSnsXdnlgz9sTXc404wM8
417,67,rSMrmLvxLw8j74U71aUw09CqPH4SG3
418,76,atUSCh0zzsjXID2hTZURewGfZxU35N
